0.000000	0	110656	8	0
0.003265	0	110816	8	0
0.003265	0	110824	8	0
0.003265	0	110832	8	0
0.003265	0	110840	8	0
0.003265	0	110848	8	0
0.003265	0	110856	8	0
0.044983	0	112696	8	0
0.044983	0	112704	8	0
0.044983	0	112712	8	0
0.044983	0	112720	8	0
0.044983	0	112728	8	0
0.044983	0	112736	8	0
0.044983	0	112744	8	0
0.044983	0	112752	8	0
0.044983	0	112760	8	0
0.044983	0	112768	8	0
0.044983	0	112776	8	0
0.150360	0	135200	8	0
0.150360	0	135208	8	0
0.150360	0	135216	8	0
0.255691	0	139784	8	0
0.265366	0	135224	8	0
0.368866	0	148976	8	0
0.472732	0	180280	8	0
0.575363	0	184376	8	0
0.678650	0	195472	8	0
0.678650	0	195480	8	0
0.678650	0	195488	8	0
0.678650	0	195496	8	0
0.678650	0	195504	8	0
1.278335	0	204272	8	0
1.278335	0	204280	8	0
1.278335	0	204288	8	0
1.278335	0	204296	8	0
1.278335	0	204304	8	0
1.278335	0	204312	8	0
1.278335	0	204320	8	0
1.281128	0	221240	8	0
1.294784	0	8272	8	1
1.406418	0	278528	8	0
1.406418	0	278536	8	0
1.406418	0	278544	8	0
1.406418	0	278552	8	0
1.406418	0	278560	8	0
1.406418	0	278568	8	0
1.406418	0	278576	8	0
1.512665	0	279616	8	0
1.512665	0	279624	8	0
1.512665	0	279632	8	0
1.512665	0	279640	8	0
1.512665	0	279648	8	0
1.512665	0	279656	8	0
1.512665	0	279664	8	0
1.512665	0	279672	8	0
1.521393	0	278584	8	0
1.630218	0	319536	8	0
1.630218	0	319544	8	0
1.733536	0	335920	8	0
1.733536	0	335928	8	0
1.838608	0	344120	8	0
1.943725	0	364600	8	0
3.126388	0	374928	8	0
3.126388	0	374936	8	0
3.129181	0	356408	8	0
3.144638	0	380984	8	0
3.248611	0	385080	8	0
3.353317	0	426040	8	0
3.361526	0	421944	8	0
3.465820	0	569400	8	0
3.571350	0	589880	8	0
3.676742	0	610360	8	0
3.780945	0	622648	8	0
4.738418	0	716856	8	0
4.742508	0	688184	8	0
4.756149	0	700472	8	0
4.868576	0	704552	8	0
4.868576	0	704560	8	0
4.868576	0	704568	8	0
4.976608	0	712760	8	0
4.983765	0	577592	8	0
5.087784	0	8288	8	1
5.190246	0	798784	8	0
5.190246	0	798792	8	0
5.293487	0	733224	8	0
5.293487	0	733232	8	0
5.399216	0	733240	8	0
5.501923	0	831544	8	0
5.603546	0	852032	8	0
5.603546	0	852040	8	0
5.790390	0	862272	8	0
5.790390	0	862280	8	0
5.790390	0	862288	8	0
5.790390	0	862296	8	0
5.790390	0	862304	8	0
5.790390	0	862312	8	0
5.790390	0	862320	8	0
5.790390	0	862328	8	0
6.065750	0	696376	8	0
6.240326	0	778296	8	0
6.533173	0	782392	8	0
6.729797	0	876608	8	0
6.729797	0	876616	8	0
7.004806	0	42208352	8	0
7.533218	0	42268232	8	0
7.535553	0	42268232	8	0
7.545654	0	879696	8	0
7.554352	0	8264	8	0
7.554352	0	8272	8	0
7.554352	0	8280	8	0
7.563339	0	8296	8	0
7.571381	0	8312	8	0
7.582809	0	8392	8	0
7.591949	0	8400	8	0
7.591949	0	8408	8	0
7.591949	0	8416	8	0
7.591949	0	8424	8	0
7.591949	0	8432	8	0
7.591949	0	8440	8	0
7.591949	0	8448	8	0
135.063995	0	78016	8	0
135.068237	0	108656	8	0
135.068237	0	108664	8	0
135.068237	0	108672	8	0
135.068237	0	108680	8	0
135.068237	0	108688	8	0
135.068237	0	108696	8	0
135.068237	0	108704	8	0
135.068237	0	108712	8	0
135.068237	0	108720	8	0
135.068237	0	108728	8	0
135.111938	0	42268456	8	0
135.220795	0	42268456	8	0
135.325012	0	72	8	0
135.335236	0	8288	8	0
135.440277	0	880696	8	0
135.543548	0	883240	8	0
135.647827	0	917048	8	0
135.752350	0	930360	8	0
135.760193	0	946752	8	0
135.866241	0	963144	8	0
135.967377	0	987728	8	0
136.070282	0	1020448	8	0
136.070282	0	1020456	8	0
136.070282	0	1020464	8	0
136.070282	0	1020472	8	0
136.070282	0	1020480	8	0
136.070282	0	1020488	8	0
136.070282	0	1020496	8	0
136.070282	0	1020504	8	0
136.070282	0	1020512	8	0
136.070282	0	1020520	8	0
136.172546	0	1102464	8	0
136.172546	0	1102472	8	0
136.278107	0	1118864	8	0
136.388519	0	1209016	8	0
136.493561	0	602168	8	0
136.600220	0	1263680	8	0
136.600220	0	1263688	8	0
136.600220	0	1263696	8	0
136.600220	0	1263704	8	0
136.600220	0	1263712	8	0
136.600220	0	1263720	8	0
136.600220	0	1263728	8	0
136.703735	0	1296440	8	0
136.703735	0	1296448	8	0
136.703735	0	1296456	8	0
136.703735	0	1296464	8	0
136.703735	0	1296472	8	0
136.703735	0	1296480	8	0
136.703735	0	1296488	8	0
136.703735	0	1296496	8	0
136.703735	0	1296504	8	0
136.834900	0	8304	8	1
137.110199	0	1310776	8	0
137.305054	0	1377008	8	0
137.305054	0	1377016	8	0
137.305054	0	1377024	8	0
137.572754	0	1392696	8	0
137.771759	0	827384	8	0
137.771759	0	827392	8	0
137.771759	0	827400	8	0
137.771759	0	827408	8	0
137.771759	0	827416	8	0
137.771759	0	827424	8	0
137.771759	0	827432	8	0
137.771759	0	827440	8	0
138.045654	0	131128	8	0
138.239319	0	806968	8	0
138.511413	0	827448	8	0
138.706848	0	1425464	8	0
138.977203	0	1429496	8	0
138.977203	0	1429504	8	0
138.977203	0	1429512	8	0
138.977203	0	1429520	8	0
138.977203	0	1429528	8	0
138.977203	0	1429536	8	0
138.977203	0	1429544	8	0
138.977203	0	1429552	8	0
138.977203	0	1429560	8	0
139.172424	0	1445872	8	0
139.172424	0	1445880	8	0
139.172424	0	1445888	8	0
139.172424	0	1445896	8	0
139.172424	0	1445904	8	0
139.172424	0	1445912	8	0
139.172424	0	1445920	8	0
139.172424	0	1445928	8	0
139.172424	0	1445936	8	0
139.172424	0	1445944	8	0
139.444397	0	1523752	8	0
139.444397	0	1523760	8	0
139.646149	0	1507384	8	0
139.916870	0	1417272	8	0
140.112152	0	1527848	8	0
140.112152	0	1527856	8	0
140.112152	0	1527864	8	0
140.304687	0	1531960	8	0
140.577454	0	1552440	8	0
140.771606	0	1523768	8	0
141.043610	0	1544064	8	0
141.240753	0	1627744	8	0
141.512878	0	1488864	8	0
141.710937	0	1507144	8	0
141.982605	0	1458288	8	0
142.532074	0	1373896	8	0
249.451843	0	1378936	8	0
564.817474	0	1384272	8	0
564.820343	0	1389008	8	0
564.860809	0	1360776	8	0
564.964508	0	1366024	8	0
565.074615	0	1370544	8	0
565.083465	0	1327136	8	0
565.188995	0	1250832	8	0
565.293304	0	1262464	8	0
565.401092	0	1292432	8	0
565.505035	0	1309464	8	0
565.609955	0	864240	8	0
565.707184	0	1234888	8	0
565.719330	0	1237016	8	0
565.825409	0	1217744	8	0
565.930145	0	1219784	8	0
566.034637	0	1225920	8	0
566.138458	0	1109552	8	0
566.245087	0	1115160	8	0
566.349335	0	1130952	8	0
566.512848	0	1136360	8	0
566.707123	0	1160136	8	0
567.887421	0	1162752	8	0
567.891815	0	1169648	8	0
567.900360	0	1179840	8	0
568.001312	0	1199192	8	0
568.103485	0	1200872	8	0
570.036713	0	1208744	8	0
570.140716	0	1047216	8	0
570.244232	0	1048936	8	0
570.344696	0	1049872	8	0
570.446625	0	1070064	8	0
570.547272	0	1076080	8	0
570.648468	0	1076640	8	0
570.749481	0	1080768	8	0
570.851654	0	1090936	8	0
572.677032	0	1012072	8	0
572.778839	0	1015960	8	0
572.880279	0	1023696	8	0
572.954803	0	1029904	8	0
573.057465	0	1034064	8	0
573.161590	0	1036488	8	0
573.266571	0	1036920	8	0
573.371979	0	1041616	8	0
573.475372	0	1042264	8	0
573.580292	0	973040	8	0
573.683502	0	973456	8	0
573.789154	0	977056	8	0
573.894745	0	977472	8	0
574.139435	0	985472	8	0
574.332977	0	990976	8	0
